Type of work,Experience,Employment Type,Operating mode,Job ID,Job Title,Employer Name,Job Description,Salaries,Category_manual,Category
Full-time,Senior,B2B,Remote,408,Senior Data Modeller,GS Services,Poszukujemy superbohaterów – Senior Data Modeller’ów! 🦸‍♀️🦸‍♂️,"[{""min"": 180, ""max"": 210, ""type"": ""Net per hour - B2B""}]",Data Science,Data Science
Full-time,Senior,Permanent or B2B,Hybrid,409,Developer Hurtowni Danych,ALTEN Polska,"DEVELOPER HURTOWNI DANYCH WARSZAWA/HYBRYDA KIM JESTEŚMY? ALTEN – Światowy lider usług inżynieryjnych i IT Grupa ALTE N, założona w 1988 roku we Francji, jest wiodącym partnerem technologicznym, obsługującym największych klientów na świecie. W 2023 roku osiągnęła przychody przekraczające 4,07 miliarda euro i zatrudnia ponad 57 000 pracowników, w tym 88% inżynierów i ekspertów IT . ALTEN Polsk a działa od 13 lat, wspierając innowacje, badania i rozwój oraz systemy IT swoich klientów. Posiada biura w Krakowie, Warszawie, Wrocławiu, Gdańsku i Poznaniu. Obsługuje kluczowe branże, takie jak lotnicza, kosmiczna, przemysłowa, motoryzacyjna, kolejowa, energetyczna, finansowa, telekomunikacyjna i sprzedażowa. Zakres ekspertyz y: analiza biznesowa, cyberbezpieczeństwo, sztuczna inteligencja, analiza danych i rozwiązania chmurowe, rozwój aplikacji, testowanie oprogramowania, zarządzanie projektami, oprogramowanie wbudowane, zarządzanie jakością, industrializacja, transformacja cyfrowa oraz inżynieria przemysłowa . Więcej informacji na http: //www.altenpolska.p l KLUCZOWE ZADANIA: Budowa narzędzi wspomagających pracę developerów Hurtowni Danych - m.in . wspólne re-używalne komponenty (SAS/SAS Viya/Oracle/inne technologie) Budowa API łączącego wykorzystywane w HD technologie (SAS/SAS Viya/Oracle/Office365/REST API/ inne technologie) Budowa narzędzi wspomagających wymianę danych pomiędzy systemami informatycznymi m.in . Kafka POC nowych narzędzi/technologii do potencjalnego wdrożenia w HD m.in . SAS Viya & Exadata w chmurze Azure Udział w pracach optymalizujących przetwarzania HD, poprzez budowę wspierających komponentów a także punktowe analizy i optymalizacje przetwarzań Budowa technicznych data mart-ów oraz raportów BI ( m.in . w SAS Viya lub Power BI) WYMAGANIA: Doświadczenie w projektowaniu rozwiązań z zakresu Hurtowni Danych i Business Intelligence Doświadczenie w pracy na środowiskach/narzędziach SAS i SAS Viya (DI Studio, Enterprise Guide, SAS Studio, Visual Analytics) Doświadczenie w pracy na środowiskach/narzędziach Oracle (mile widziane doświadczenie z Oracle Exadata i PL/SQL) Znajomość zagadnień i technologii CI/CD (Git / Bitbucket / Bamboo / JIRA) CO MOŻEMY CI ZAOFEROWAĆ? DNA ALTEN łączy w sobie ludzkie wartości, kulturę doskonałości i doświadczenie w służbie swoim klientom. Oferujemy indywidualne podejście do każdego pracownika w duchu work-life balance. Kładziemy nacisk na odpowiedzialny, zrównoważony rozwój i proekologiczne rozwiązania. Oferujemy: ▪ Umowę na pełen etat z możliwością wyboru formy zatrudnienia (UoP/B2B) ▪ Udział w konferencjach branżowych, szkoleniach i warsztatach oraz spotkaniach integracyjnych ▪ Możliwość odbycia kursów i zdobycia certyfikacji ▪ Możliwość relokacji w ramach lokalnych oddziałów ALTEN Polska BENEFITY ▪ Prywatna opieka medyczna Medicover ▪ Prywatna opieka dentystyczna Medicover ▪ Platforma zakupowa Medicover Benefits / karta sportowa Medicover ▪ Program poleceń pracowników ALTEN Talenty ▪ Wyprawka dla nowonarodzonego dziecka pracownika ▪ Ubezpieczenie grupowe na życie ▪ Możliwość udziału w programie emerytalnym Dołącz do naszego zespołu i razem z nami twórz przyszłość technologii już dziś! Klikając w przycisk „ Wyślij ” zgadzasz się na przetwarzanie przez Alten Polska sp. z o.o. z siedzibą w Warszawie Twoich danych osobowych zawartych w zgłoszeniu rekrutacyjnym w celu prowadzenia rekrutacji na stanowisko wskazane w ogłoszeniu. W każdym momencie możesz cofnąć zgodę, kontaktując się z nami pod adresem ALTEN_PL_RODO@alten.com , co oznacza zakończenie rekrutacji i nieuwzględnienie Twojej kandydatury przy przyszłych rekrutacjach. Pełną informację odnośnie przetwarzania Twoich danych osobowych znajdziesz https: //docs.altenpolska.pl/do_pobrania/Klauzula_informacyjna_dla_potencjalnych_pracownikow.pdf UWAGA: Uprzejmie informujemy, że skontaktujemy się z wybranymi kandydatami",[],Data Engineering,Data Engineering
Full-time,Senior,B2B,Hybrid,410,Data Engineer with Hadoop,Antal Sp. z o.o.,"Develop automation tools and integrate existing solutions within a complex platform ecosystem Provide technical support and design for Hadoop Big Data platforms (Cloudera preferred) Manage user access and security (Kerberos, Ranger, Knox, TLS, etc.) Implement and maintain CI/CD pipelines using Jenkins and Ansible Perform capacity planning, performance tuning, and system monitoring Collaborate with architects and developers to design scalable and resilient solutions Deliver operational support and improve engineering tooling for platform management Analyze existing processes and design improvements to reduce complexity and manual work Building scalable automation in a diverse ecosystem of tools and frameworks Enhancing service resilience and reducing operational toil Supporting the adoption of AI agents and real-time data capabilities Integrating with corporate identity, CI/CD, and service management tools Collaborating with cross-functional teams in a global environment Minimum 5 years of experience in engineering Big Data environments (on-prem or cloud) Strong understanding of Hadoop ecosystem: Hive, Spark, HDFS, Kafka, YARN, Zookeeper Hands-on experience with Cloudera distribution setup, upgrades, and performance tuning Proven experience with scripting (Shell, Linux utilities) and Hadoop system management Knowledge of security protocols: Apache Ranger, Kerberos, Knox, TLS, encryption Experience in large-scale data processing and optimizing Apache Spark jobs Familiarity with CI/CD tools like Jenkins and Ansible for infrastructure automation Experience working in Agile or hybrid development environments (Agile, Kanban) Ability to work independently and collaboratively in globally distributed teams To learn more about Antal, please visit www.antal.pl","[{""min"": 180, ""max"": 220, ""type"": ""Net per hour - B2B""}]",Data Engineering,Data Engineering
Full-time,Senior,Permanent,Hybrid,411,Starszy Specjalista ds. Badań i Rozwoju,PSE Innowacje sp. z o.o.,"PSE Innowacje jest spółką powstałą w 2012 na zlecenie operatora systemu przesyłowego - PSE S.A. Od 2012 roku realizujemy takie zadania jak: prowadzenie analiz i badań, w tym analiz techniczno-ekonomicznych, prowadzenie prac badawczo-rozwojowych, budowa nowych oraz rozwój i modernizacja istniejących systemów informatycznych wspierających prowadzenie ruchu sieciowego. Naszą misją jest dbałość o niezawodną i efektywną pracę systemu elektroenergetycznego w Polsce oraz jego stały rozwój. Jesteśmy jednostką do innowacyjnych zadań specjalnych w branży elektroenergetycznej. Poszukujemy do naszego Centrum Kompetencji Badania i Rozwój w Warszawie lub Katowicach: Starszego Specjalist(k)ę ds. Badań i Rozwoju - Obszar kompetencji: Big Data, Prognozowanie i Optymalizacja 📍 Miejsce pracy: - Warszawa lub Katowice; - Praca hybrydowa. 🎯 Opis stanowiska: Osoba na tym stanowisku dołączy do obszaru merytorycznego Big Data, Prognozowanie i Optymalizacja i będzie odpowiedzialna przede wszystkim za projektowanie i budowanie modeli optymalizacyjnych oraz ich utrzymywanie, jak również będzie uczestniczyła w pracach związanych z wytwarzaniem i utrzymywaniem modeli prognostycznych w obszarze zarządzania systemem elektroenergetycznym. 🛠 Podstawowy zakres obowiązków na stanowisku: Aktywny udział w warsztatach z PSE S.A. dotyczących określania i dyskusji wymagań biznesowych stawianych dla projektowanych modeli optymalizacyjnych lub prognostycznych, w tym ich krytyczna analiza; Projektowanie równań matematycznych modeli optymalizacyjnych na podstawie wymagań biznesowych i ich implementacja z wykorzystaniem MathProg lub gurobipy; Tworzenie modeli prognostycznych z obszaru elektroenergetyki o różnych horyzontach czasowych, od modeli ultra-krótkoterminowych po modele długoterminowe; Testowanie modeli optymalizacyjnych; Testowanie modeli prognostycznych; Budowanie frameworków obliczeniowych dla zagadnień optymalizacyjnych i prognostycznych w języku R/Python, zgodnie z przyjętym w Firmie standardem kodowania; Aktywny udział w procesie wdrażania wypracowanych rozwiązań prototypowych do środowisk produkcyjnych; Analizowanie dużych, różnorodnych zbiorów danych na potrzeby prowadzonych prac analitycznych i badawczych; Przygotowywanie raportów, prezentacji i dokumentacji projektowej z uzyskanych wyników prac wraz z wnioskami i rekomendacjami; Praca w zespołach zarządzanych w metodyce AgilePM; Świadczenie usług serwisowych dla wytwarzanych produktów. 📝 Od kandydatów oczekujemy: Wykształcenia wyższego kierunkowego (mile widziana: matematyka, ekonometria, statystyka, energetyka); Min. 3-letniego doświadczenia w budowaniu modeli optymalizacyjnych produkcyjnych lub na potrzeby badań naukowych; Dobrej znajomość zagadnień Programowania Liniowego (LP); Praktycznej znajomości przynajmniej jednego z silników optymalizacyjnych (Gurobi, CPLEX, GLPK, CBC, FICO Xpress, itp.); Praktycznej znajomości przynajmniej jednego wysokopoziomowego języka do budowania modeli optymalizacyjnych: MathProg, AMPL, MOSEL, itp. ; Min. 2-letniego doświadczenia w budowaniu modeli matematycznych (preferowane modelowanie zagadnień z obszaru rynku energii elektrycznej, gazu ziemnego, itp.) ; Znajomości zagadnień dot. modelowania szeregów czasowych; Praktycznej i biegłej znajomość języka Python; Doświadczenia w pracy z językiem R; Znajomości zagadnień związanych z rynkiem elektroenergetycznym; Umiejętności analitycznego myślenia oraz formułowania ocen i wniosków; Znajomości systemu kontroli wersji Git/GitLab do zarządzania kodem i współpracy zespołowej; Komunikatywności i umiejętności pracy w zespole; Dobrej organizacji pracy; Znajomości języka angielskiego na poziomie min. B2; Chęci do podnoszenia kwalifikacji zawodowych. 💎 Mile widziane: Doświadczenie w budowaniu aplikacji zgodnie z dobrymi praktykami inżynierii oprogramowania; Doświadczenie w pracy z zakresu Data Science; Znajomość języka SQL; Znajomość praktyk CI/CD; Kreatywność i aktywność w podejmowaniu inicjatywy. 🚀 Oferujemy: Udział w ciekawych projektach mających strategiczny wpływ na sektor energetyczny w Polsce i na świecie; Pracę w przyjaznej atmosferze i wsparcie zespołu nastawionego na dzielenie się wiedzą oraz doświadczeniami; Klarowną ścieżkę rozwoju zawodowego oraz szkolenia; Wewnętrzny program mentoringowy wspierający zarówno nowych jak i obecnych pracowników; Bogaty pakiet benefitów: opieka medyczna, karta sportowa, ubezpieczenie na życie; Program onboardingowy pozwalający na szybką i przyjazną adaptacje do pracy; Chcesz dołączyć do naszego zespołu? Aplikuj już teraz 💻",[],Unclassified,Unclassified
Full-time,Senior,B2B,Remote,412,Senior/ Lead Data Science Engineer,N-iX,"We are looking for a Data Scientist with a strong analytical mindset and a passion for solving real-world supply chain problems. You will join a cross-functional team focused on optimizing the flow of units from warehouses to stores. This is a high-impact role where your insights and models will directly influence key business operations. Responsibilities: Prepare and clean datasets to enable reliable experimentation Develop and fine-tune machine learning models and algorithms Test models, analyze outcomes, and generate actionable insights Communicate findings to stakeholders through reports and visualizations Propose data-driven solutions and optimization strategies Requirements: Proficiency in Python and/or R Experience with SQL Data Platforms & Tools Hands-on experience with Azure Databricks or Snowflake Familiarity with building and deploying machine learning pipelines is a strong advantage Java experience is a plus Education - Bachelor's or Master's degree in Computer Science, Mathematics, Engineering, or a related field Mathematics & Statistics: Solid understanding of multivariable calculus and linear algebra Applied knowledge of statistical distributions and hypothesis testing Machine Learning Practical knowledge of ML techniques: kNN, decision forests, regressions, MLE, time series Understanding of model evaluation metrics and performance tuning Data Handling & Visualization Skilled in managing missing or inconsistent data Experience with tools like matplotlib, seaborn, or ggplot2 Nice to Have: Experience with deploying ML models into production environments Previous work in supply chain or logistics domains","[{""min"": 23330, ""max"": 28069, ""type"": ""Net per month - B2B""}]",Data Science,Data Science
Full-time,Senior,Any,Hybrid,413,Data Engineer,Heineken,"Digital & Technology Team (D&T) is an integral division of HEINEKEN Global Shared Services Center . We are committed to making Heineken the most connected brewery. That includes digitalizing and integrating our processes, ensuring best-in-class technology, and embedding a data-driven culture. By joining us you will work in one of the most dynamic and innovative teams and have a direct impact on building the future of Heineken ! Would you like to meet the Team, see our office and much more? Visit our website: Heineken ( heineken-dt.pl ) As the Data Engineer in the Global Deployment team, you will be a business facing individual responsible for planning, executing, and overseeing the migration of data between source and target systems or platforms, ensuring data accuracy, completeness, and security throughout the process. Your responsibilities would include: Technical Activities: coordinating and executing data migration activities, including data extraction, cleansing, loading, and reconciliation; designing and implementing data mapping, transformation, and validation processes to ensure the accuracy and integrity of migrated data Documentation and Knowledge Transfer: Responsible to create and maintain documentation for data migration processes, procedures, and best practices. Supporting with proper knowledge transfer to service delivery and OpCo teams. Collaboration: colaborating with the Deployment Lead to ensure appropriate data migration process and procedures are in place and followed. Coordinate with OpCo data teams to ensure successful data migrations Learning: being updated on emerging data technologies and trends as it relates to key technologies in our landscape. You are a good candidate if you have: 5+ years of working experience in the similar position responsible for data migration and quality related activities in large multi nationals at least 3-5 years of experience with many of the above-mentioned technologies data models and patterns experience in collaboration with cross-functional teams to ensure successful delivery strong understanding of of data modelling, ETL processes, and data integration techniques strong communication skills with the ability to effectively interact with stakeholders at all levels ability to learn new technologies fast ability to multitask certificates in any ETL or Data Modelling tooling knowledge of technology stack: Jira, ETL Tooling, Excel, SQL Server Data Tools (SSDT) excellent written and verbal English. Good to know: Microsoft Dynamics 365 (CE or F&O or Contact Centre) JavaScript / TypeScript (Node.js) GraphQL / Apollo Loyalty Solutions (i.e. Epsilon) Payment platforms (i.e. process out) CTI Solutions (i.e. Genesys) SAP Middleware solutions (i.e. Boomi or MuleSoft) Azure DevOps. At HEINEKEN Kraków, we take integrity and ethical conduct seriously. If someone has concerns about a possible violation of legal regulations indicated in Polish Whistleblowing Act or our Code of Business Conduct, we encourage them to speak up . Cases can be reported to global team or locally (in line with the local HGSS Whistleblowing procedure) by selecting proper option in this tool or by communicating it on hotline. We Offer: 🏠 Flexible Work from Home scheme 💸 Attractive Performance Bonus 🚗 Parking Space for Employees ⏰ Flexible working hours 💳 Sodexo Card ☂ Life Insurance ➕ Employee Referral Programme 🌐 Job Opportunities within HEINEKEN 🩺 Private Medical Healthcare ⭐ Social Events",[],Data Engineering,Data Engineering
Full-time,Senior,Permanent or B2B,Hybrid,414,Cloud Data Engineer – sektor finansowy,Sii,"Dołącz do projektu realizowanego w obszarze płatności jako Data Engineer. Zespół odpowiada za tworzenie, rozwijanie i utrzymanie globalnej platformy danych, integrującej informacje o płatnościach i terminalach z różnych systemów źródłowych na całym świecie. Specjaliści zajmują się ekstrakcją, transformacją oraz dostarczaniem danych użytkownikom końcowym w określonych formatach. Kluczowym elementem pracy jest komunikacja z użytkownikami biznesowymi, właścicielami danych oraz interesariuszami w celu doprecyzowania wymagań dotyczących danych, ich formatu i metod dostarczania. Jeśli chcesz pracować z pasjonatami technologii i mieć wpływ na tworzenie przełomowych rozwiązań, aplikuj do nas już dziś! Budowanie i projektowanie rozwiązań Data Lake i DWH Automatyzowanie oraz optymalizowanie procesów przetwarzania danych Łączenie danych z różnych systemów źródłowych (bazy danych, pliki, API) w jedno spójne środowisko analityczne Rozwijanie procesów ekstrakcji, transformacji oraz ładowania danych (ETL) z różnych źródeł Ścisła współpraca z interesariuszami biznesowymi Rozwijanie i optymalizacja środowiska chmurowego pod kątem wydajności i niezawodności Minimum 5 lat doświadczenia na podobnym stanowisku Bardzo dobra znajomość języków SQL i Python oraz narzędzia Spark/PySpark Doświadczenie w budowaniu skalowalnych, działających w czasie rzeczywistym i wysokowydajnych rozwiązań typu Data Lake Umiejętność rozwijania procesu ETL w różnych narzędziach (SSIS, ADF, IPC) Znajomość rozwiązań chmurowych (Azure, AWS, GCP) Doświadczenie w projektach związanych z migracją danych z on-premise do chmury (bazy danych: Oracle, PostgreSQL, MS SQL) Swobodna komunikacja w języku angielskim Tytuł Great Place to Work od 2015 roku - to dzięki opiniom pracowników otrzymujemy tytuł i wdrażamy nowe pomysły Stabilność zatrudnienia – 2,1 MLD PLN przychodu, brak długów, od 2006 roku na rynku Dzielimy się zyskiem z pracownikami - od 2022 roku przeznaczyliśmy na ten cel już ponad 60 milionów PLN Bogaty pakiet benefitów - prywatna opieka zdrowotna, platforma kafeteryjna, zniżki na samochody i więcej Komfortowe miejsce pracy - pracuj w naszych biurach klasy A lub zdalnie Dziesiątki fascynujących projektów dla prestiżowych marek z całego świata – możesz je zmieniać dzięki aplikacji Job Changer 1 000 000 PLN rocznie na Twoje pomysły - taką kwotą wspieramy pasje i akcje wolontariackie naszych pracowników Stawiamy na Twój rozwój - meetupy, webinary, platforma szkoleniowa i blog technologiczny – Ty wybierasz Fantastyczna atmosfera stworzona przez wszystkich Sii Power People 1 Wyślij do nas swoje CV 2 Weź udział w rozmowie rekrutacyjnej 3 Poznaj projekty dopasowane do Twoich potrzeb 4 Podejmij decyzję i zacznij swoją przygodę z Sii! Sii to czołowy dostawca doradztwa technologicznego, transformacji cyfrowej oraz usług inżynieryjnych i biznesowych w Polsce.Zatrudniamy już ponad 7 500 specjalistów i realizujemy projekty z różnorodnych branż dla klientów z wielu krajów na całym świecie. Tytuł Great Place to Work zdobyty 10 razy z rzędu to dowód na to, że w Sii tworzymy przyjazne środowisko pracy. W badaniu aż 90% naszych pracowników odpowiedziało, że Sii jest świetnym miejscem pracy, a 95% z nich sądzi, że panuje tu świetna atmosfera.",[],Data Engineering,Data Engineering
Full-time,Mid,B2B,Hybrid,415,Database Administrator MS SQL,emagine Polska,"INFORMACJE O PROJEKCIE: Branża : Bankowość Lokalizacja : hybryda (1 x w tygodniu w biurze Kraków lub Warszawa) Stawka: do 120 PLN/h netto + VAT (B2B) Szukamy doświadczonego administratora baz danych MS SQL, który posiada 3-5 letnie doświadczenie w tej roli. Idealny kandydat powinien wykazać się solidnymi umiejętnościami w administracji baz danych oraz dostosowywaniu systemów operacyjnych i silnika baz danych do złożonych wymagań. Administrator baz danych MS SQL będzie odpowiedzialny za zapewnienie ciągłości działania baz danych oraz wsparcie podczas incydentów i awarii. OBOWIĄZKI: Wdrażanie i utrzymywanie systemów baz danych MS SQL Server. Wykonywanie zadań administracyjnych, takich jak instalacja, konfiguracja i uaktualnienia. Monitorowanie wydajności baz danych oraz identyfikowanie problemów. Wdrażanie i utrzymywanie bezpieczeństwa baz danych. Współpraca z zespołami rozwoju i operacji. Planowanie i wykonywanie procedur tworzenia kopii zapasowych. Opracowywanie planów odzyskiwania po awarii. Automatyzowanie zadań przy użyciu języków skryptowych. Tworzenie dokumentacji operacyjnej i technicznej. WYMAGANIA: 3+ lat doświadczenia jako administrator bazy danych. Solidne doświadczenie z bazami danych MS SQL Server. Udokumentowane doświadczenie w implementacji i utrzymywaniu baz danych . Doświadczenie w dostrajaniu wydajności baz danych. Znajomość najlepszych praktyk bezpieczeństwa baz danych. Doświadczenie w procedurach tworzenia kopii zapasowych. Znajomość języków skryptowych, takich jak PowerShell. Silne umiejętności analityczne i rozwiązania problemów. Doskonałe umiejętności komunikacyjne. Umiejętność pracy w zespole. Doświadczenie z s ystemem operacyjnym Windows Server. Znajomość bankowości będzie atutem, ale nie jest obowiązkowa. Komunikatywna znajomość jęz. angielskiego. MILE WIDZIANE: Doświadczenie z usługami baz danych w chmurze. Doświadczenie z bazami danych PostgreSQL. Doświadczenie z systemem operacyjnym Linux. Doświadczenie z IBM InfoSphere Data Replication.","[{""min"": 100, ""max"": 120, ""type"": ""Net per hour - B2B""}]",Database Administration,Database Administration
Full-time,Senior,Permanent,Hybrid,416,Ekspert ds. Platform Danych i Analityki w Biurze Transformacji Cyfrowej i AI,ORLEN S.A.,"Rozwój i zarządzanie nowoczesnymi platformami danych, w tym również w środowisku chmurowym Koordynowanie zespołów projektowych, współtworzenie strategii danych Koncernu oraz nadzorowanie realizacji dużych projektów analitycznych i architektonicznych Koordynowanie prac zespołu specjalistów ds. danych i analityki (architekci, inżynierowie danych, analitycy) Projektowanie i rozwój architektury platform danych w środowiskach chmurowych (Snowflake, Databricks, BigQuery, Microsoft Fabric, Redshift) Nadzór nad realizacją projektów z obszaru danych i analityki – od koncepcji po wdrożenie Współpraca z interesariuszami biznesowymi w celu zrozumienia potrzeb analitycznych i przekładania ich na rozwiązania technologiczne Tworzenie i wdrażanie strategii zarządzania danymi, w tym jakości danych, bezpieczeństwa i zgodności z regulacjami Monitorowanie trendów rynkowych i rekomendowanie nowych rozwiązań technologicznych Wykształcenie wyższe informatyczne lub pokrewne Kilkuletnie doświadczenie w pracy z technologiami danych Doświadczenie w projektowaniu architektury danych i wdrażaniu dużych projektów analitycznych Doświadczenie we współpracy z wieloma jednostkami organizacyjnymi w ORLEN oraz ze spółkami wchodzącymi w skład grupy kapitałowej, zarówno po stronie biznesu, jak i IT Doświadczenie w koordynowaniu prac zespołów interdyscyplinarnych, łączących kompetencje techniczne (IT, inżynieria danych) z biznesowymi (analityka, strategia, rozwój produktów) Doświadczenie i umiejętność zarządzania budżetami projektów inwestycyjnych Doświadczenie i umiejętność oceny ryzyk i specyficznych uwarunkowań (technicznych, ekonomicznych, środowiskowych, regulacyjnych) związanych z dostępnymi technologiami, danymi itd. Praktyczna znajomość różnych rozwiązań i technologii, np. Snowflake, Databricks, Google BigQuery, Microsoft Fabric, Amazon Redshift, Terradata, Qlik, Informatica Znajomość języka angielskiego na poziomie umożliwiającym swobodną komunikację techniczną i biznesową Skuteczność w działaniu i odpowiedzialność biznesowa Nastawienie na ciągły rozwój i umiejętność czerpania z różnych perspektyw Doświadczenie na stanowisku kierowniczym, w zarządzaniu zespołami i projektami, w tym w środowisku zwinnym (Agile/Scrum) Znajomość przepisów i standardów dotyczących zarządzania danymi (np. GDPR, ISO/IEC 27001, DAMA-DMBOK) oraz doświadczenie w obszarze data governance Znajomość uznanych metodyk zarządzania projektami, takich jak PMI/PMP, PRINCE2, Agile, Scrum oraz umiejętność ich praktycznego zastosowania w środowiskach złożonych technologicznie i organizacyjnie Stabilne zatrudnienie i atrakcyjne wynagrodzenie (w tym system premiowy) Praca w nowoczesnym, międzynarodowym koncernie Możliwość pracy z ekspertami z różnych dziedzin Wyzwania zawodowe na światowym poziomie Uczestnictwo w dużych, nowatorskich projektach Dostęp do nowoczesnych narzędzi i metod pracy Mobilność wewnątrz Grupy ORLEN i możliwości rozwoju w zagranicznych spółkach Mentoring pracowniczy wspierający Twój rozwój zawodowy Programy well-beingowe wspierające dobrostan Program wspierający rodzinę Dostęp do platformy kafeteryjnej",[],Data Science,Data Science
Practice / Internship,Junior,Internship,Remote,417,Data Analytics Engineering Trainee,EPAM Systems,"Striving to gain market-oriented knowledge and skills to jumpstart your career in IT? Apply for this program and shape your professional path with EPAM experts. Details If you are interested in creating data products and exploring the power of data to turn raw information into valuable insights for business growth, then this training program is what you need. By participating, you will have the opportunity to acquire new skills or expand existing knowledge through hands-on experience in three major areas: Data Integration – development and support of a wide range of data transformations and migrations Data Visualization – creation of interactive and complex data visualizations and analysis tools Data Quality – data validation and transformation at every stage of the project After successfully completing all program stages, you will gain market-oriented soft and hard skills, which you may further apply at EPAM or elsewhere in the IT industry. What do we offer? Industry-based education. As a leading software engineering company, we will help you explore emerging technologies and best practices that the market demands. Top-notch learning materials. Our Data & Analytics specialists with extensive project experience have designed and tested the educational content in numerous training runs. Practice-oriented approach. This comprehensive program focuses on providing you with hands-on experience and practical application of the concepts learned. Deep dive into the specialization. Our graduates become highly skilled specialists ready to face complex technical challenges and work with the world's leading customers. Support from experienced mentors. We will guide you at all training stages, covering your open questions and sharing feedback on assigned tasks. Career advancement. Upon successful completion of both Fundamentals and Specialization stages, we will consider you for open positions based on your demonstrated skills and available opportunities at EPAM. Training process The program consists of two stages: Fundamentals stage It will last 3 months and require ~15 hours of weekly engagement. You will explore self-study materials, complete one assigned task each week, ensure its approval by mentors and discuss your questions during weekly group sessions led by experts. Additionally, you will participate in 2-3 individual assessments with mentors, which will involve a theoretical review and live coding exercises. If you show good results and successfully pass a technical interview, we will invite you to the next stage. Specialization stage It will last 4 months and require ~20 hours of weekly engagement. At this stage, learning will become more intensive, involving daily assignments, daily group Q&A sessions and exploration of self-study materials. What is required for training: English level from B2 (Upper-Intermediate) and higher Basic knowledge of Relational Database Management System (DBMS) theory Understanding of Structured Query Language (SQL) Familiarity with Python basics Nice to have: Degree from a technical university or other educational institution with a technical specialization Experience in banking and technical spheres Please read this info before registration This program is for citizens of Poland and people who have relocated to this country for a permanent stay. The program start date may change, so the selection period may be adjusted accordingly. Please regularly check for updates on this page and via email. Considering the limited number of places in this program's group, the selection results will be decisive factors in enrollment, with the applicants with the highest scores being processed first. We strive to keep the registration and testing process fair for everyone. If we notice any cheating, we will have to reject your application. If you are interested in applying while enrolled in another EPAM Campus program or employed at EPAM, please discuss it with your Training Coordinator or Resource Manager first.",[],Data Analysis & BI,Data Analysis & BI
Full-time,Mid,B2B,Remote,418,Data Modeler / Data Engineer,emagine Polska,"Informacje o projekcie: Branża: finanse/pożyczki Lokalizacja: zdalnie Umowa: B2B Stawka: 200 pln/h netto + VAT Długość projektu: długoterminowy Poszukujemy doświadczonego Data Engineera do zespołu Data Platform, który będzie modelować dane oraz implementować procesy ELT w chmurze. Obowiązki: Modelowanie struktur bazodanowych w podejściu DDD oraz tworzenie logicznych i fizycznych modeli danych. Data Mapping. Przygotowywanie warstwy Data Contracts (wymagań HD do systemów źródłowych pod merytoryczną płaszczyznę kontraktu na dane) na podstawie zamodelowanych uprzednio struktur dla poszczególnych domen danych. Współpraca w procesie ingerencji danych z systemów źródłowych.Implementacja modeli danych dla poszczególnych domen w Data Platform (warstwa Bronze, Silver i Gold) w podejściu ELT w środowisku Azure Databricks. Wymagania: Doświadczenie w modelowaniu danych i tworzeniu Data Governance. Wiedza na temat Data Mapping. Umiejętność implementacji procesów ELT. Umiejętność tworzenia dokumentacji technicznej. Doświadczenie w mapowaniu danych ze źródłowych do docelowych struktur w DWH. Umiejętność interpretacji fizycznego/logicznego modelu danych (ERD, modele relacyjne) i synchronizacji struktur tychże modeli z wymaganiami świata analityki. Doświadczenie w podejściu do projektowania słowników i zarządzania nimi (masterdata). Znajomość narzędzia dbdiagram.io. Wiedza na temat zagadnień Data Quality, Data Lineage i zasad zarządzania danymi.","[{""min"": 160, ""max"": 200, ""type"": ""Net per hour - B2B""}]",Data Science,Data Science
